Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
146,2/12/2021 10:23:16 AM,30.68000,-4.05000,-2.71000,88.00000,88.00000,86.00000,78.00000,79.00000,69.00000,25.37000,25.37000,24.51000,25.08333,30.94616,97.52001,7.97333,87.33333,75.33333
147,2/12/2021 10:23:16 AM,25.96000,4.03000,5.41000,81.00000,84.00000,84.00000,76.00000,85.00000,82.00000,22.36000,23.65000,23.65000,23.22000,26.27095,81.17591,11.80000,83.00000,81.00000
148,2/12/2021 10:23:16 AM,26.65000,2.42000,13.33000,91.00000,92.00000,89.00000,65.00000,76.00000,70.00000,26.66000,27.09000,25.80000,26.51667,26.75965,84.81139,14.13333,90.66667,70.33333
149,2/12/2021 10:23:16 AM,18.50000,-1.22000,-0.24000,93.00000,87.00000,86.00000,85.00000,73.00000,84.00000,27.52000,24.94000,24.51000,25.65667,18.54018,93.77296,5.68000,88.66667,80.66667
150,2/12/2021 10:23:16 AM,26.12000,-1.78000,-3.58000,87.00000,91.00000,84.00000,86.00000,89.00000,88.00000,24.94000,26.66000,23.65000,25.08333,26.18058,93.89851,6.92000,87.33333,87.66667
151,2/12/2021 10:23:16 AM,24.67000,3.36000,-4.02000,93.00000,90.00000,88.00000,92.00000,93.00000,91.00000,27.52000,26.23000,25.37000,26.37333,24.89776,82.24416,8.00333,90.33333,92.00000
152,2/12/2021 10:23:16 AM,22.02000,2.53000,-6.49000,99.00000,98.00000,96.00000,93.00000,95.00000,86.00000,30.10000,29.67000,28.81000,29.52667,22.16487,83.44571,6.02000,97.66667,91.33333
153,2/12/2021 10:23:16 AM,17.88000,2.92000,-7.14000,84.00000,88.00000,91.00000,86.00000,89.00000,87.00000,23.65000,25.37000,26.66000,25.22667,18.11687,80.72485,4.55333,87.66667,87.33333
154,2/12/2021 10:23:16 AM,21.06000,3.07000,-2.17000,91.00000,92.00000,92.00000,96.00000,94.00000,95.00000,26.66000,27.09000,27.09000,26.94667,21.28259,81.70619,7.32000,91.66667,95.00000
155,2/12/2021 10:23:17 AM,39.59000,4.27000,-3.56000,93.00000,95.00000,93.00000,93.00000,93.00000,94.00000,27.52000,28.38000,27.52000,27.80667,39.81961,83.84413,13.43333,93.66667,93.33333
156,2/12/2021 10:23:17 AM,46.39000,7.53000,-6.50000,89.00000,90.00000,88.00000,79.00000,79.00000,68.00000,25.80000,26.23000,25.37000,25.80000,46.99716,80.78019,15.80667,89.00000,75.33333
157,2/12/2021 10:23:17 AM,49.99000,-1.25000,-2.67000,89.00000,88.00000,88.00000,85.00000,79.00000,84.00000,25.80000,25.37000,25.37000,25.51333,50.00563,91.43238,15.35667,88.33333,82.66667
158,2/12/2021 10:23:17 AM,43.42000,0.77000,-3.94000,89.00000,90.00000,88.00000,75.00000,77.00000,77.00000,25.80000,26.23000,25.37000,25.80000,43.42683,88.98404,13.41667,89.00000,76.33333
159,2/12/2021 10:23:17 AM,46.60000,5.90000,-8.19000,88.00000,89.00000,86.00000,80.00000,77.00000,74.00000,25.37000,25.80000,24.51000,25.22667,46.97201,82.78421,14.77000,87.66667,77.00000
160,2/12/2021 10:23:17 AM,47.60000,7.74000,-6.92000,90.00000,89.00000,88.00000,89.00000,87.00000,84.00000,26.23000,25.80000,25.37000,25.80000,48.22518,80.76425,16.14000,89.00000,86.66667
161,2/12/2021 10:23:17 AM,51.50000,8.50000,-4.83000,91.00000,93.00000,90.00000,83.00000,81.00000,82.00000,26.66000,27.52000,26.23000,26.80333,52.19674,80.62791,18.39000,91.33333,82.00000
162,2/12/2021 10:23:17 AM,44.98000,14.01000,-1.48000,94.00000,89.00000,88.00000,92.00000,95.00000,94.00000,27.95000,25.80000,25.37000,26.37333,47.11136,72.69966,19.17000,90.33333,93.66667
163,2/12/2021 10:23:17 AM,40.16000,12.59000,-4.66000,90.00000,89.00000,87.00000,92.00000,89.00000,85.00000,26.23000,25.80000,24.94000,25.65667,42.08722,72.59400,16.03000,88.66667,88.66667
164,2/12/2021 10:23:17 AM,40.27000,10.66000,-6.26000,95.00000,94.00000,92.00000,89.00000,86.00000,80.00000,28.38000,27.95000,27.09000,27.80667,41.65703,75.17313,14.89000,93.66667,85.00000
165,2/12/2021 10:23:17 AM,43.79000,10.93000,0.87000,89.00000,90.00000,91.00000,84.00000,90.00000,91.00000,25.80000,26.23000,26.66000,26.23000,45.13346,75.98531,18.53000,90.00000,88.33333
166,2/12/2021 10:23:18 AM,36.17000,7.69000,10.59000,87.00000,87.00000,87.00000,73.00000,77.00000,75.00000,24.94000,24.94000,24.94000,24.94000,36.97844,77.99723,18.15000,87.00000,75.00000
167,2/12/2021 10:23:18 AM,34.32000,8.06000,10.54000,93.00000,93.00000,89.00000,80.00000,87.00000,89.00000,27.52000,27.52000,25.80000,26.94667,35.25374,76.78368,17.64000,91.66667,85.33333
168,2/12/2021 10:23:18 AM,33.07000,2.85000,9.75000,88.00000,89.00000,87.00000,83.00000,87.00000,88.00000,25.37000,25.80000,24.94000,25.37000,33.19258,85.07437,15.22333,88.00000,86.00000
169,2/12/2021 10:23:18 AM,29.94000,3.08000,4.80000,93.00000,96.00000,93.00000,80.00000,91.00000,89.00000,27.52000,28.81000,27.52000,27.95000,30.09801,84.12651,12.60667,94.00000,86.66667
170,2/12/2021 10:23:18 AM,26.03000,8.21000,-1.45000,89.00000,90.00000,86.00000,88.00000,87.00000,89.00000,25.80000,26.23000,24.51000,25.51333,27.29405,72.49445,10.93000,88.33333,88.00000
171,2/12/2021 10:23:18 AM,33.05000,6.47000,0.16000,88.00000,89.00000,86.00000,89.00000,91.00000,87.00000,25.37000,25.80000,24.51000,25.22667,33.67734,78.92363,13.22667,87.66667,89.00000
172,2/12/2021 10:23:18 AM,37.05000,10.65000,4.56000,91.00000,90.00000,88.00000,88.00000,93.00000,94.00000,26.66000,26.23000,25.37000,26.08667,38.55029,73.96273,17.42000,89.66667,91.66667
173,2/12/2021 10:23:18 AM,41.42000,15.84000,5.98000,93.00000,94.00000,90.00000,85.00000,89.00000,89.00000,27.52000,27.95000,26.23000,27.23333,44.34549,69.07195,21.08000,92.33333,87.66667
174,2/12/2021 10:23:18 AM,47.80000,14.55000,4.53000,93.00000,91.00000,90.00000,84.00000,90.00000,91.00000,27.52000,26.66000,26.23000,26.80333,49.96541,73.07010,22.29333,91.33333,88.33333
175,2/12/2021 10:23:18 AM,42.32000,13.50000,1.91000,91.00000,87.00000,90.00000,86.00000,92.00000,91.00000,26.66000,24.94000,26.23000,25.94333,44.42108,72.30742,19.24333,89.33333,89.66667
176,2/12/2021 10:23:19 AM,41.62000,4.38000,2.80000,92.00000,94.00000,90.00000,83.00000,82.00000,89.00000,27.09000,27.95000,26.23000,27.09000,41.84984,83.99243,16.26667,92.00000,84.66667
177,2/12/2021 10:23:19 AM,35.39000,0.05000,0.46000,88.00000,90.00000,88.00000,83.00000,88.00000,85.00000,25.37000,26.23000,25.37000,25.65667,35.39003,89.91905,11.96667,88.66667,85.33333
178,2/12/2021 10:23:19 AM,38.48000,-0.25000,8.78000,86.00000,86.00000,83.00000,85.00000,91.00000,90.00000,24.51000,24.51000,23.22000,24.08000,38.48081,90.37224,15.67000,85.00000,88.66667
179,2/12/2021 10:23:19 AM,33.49000,2.37000,10.43000,89.00000,91.00000,92.00000,92.00000,95.00000,97.00000,25.80000,26.66000,27.09000,26.51667,33.57375,85.95208,15.43000,90.66667,94.66667
180,2/12/2021 10:23:19 AM,30.58000,-0.62000,5.09000,85.00000,89.00000,87.00000,92.00000,97.00000,97.00000,24.08000,25.80000,24.94000,24.94000,30.58628,91.16150,11.68333,87.00000,95.33333
181,2/12/2021 10:23:19 AM,26.49000,-0.08000,0.96000,88.00000,91.00000,87.00000,90.00000,93.00000,89.00000,25.37000,26.66000,24.94000,25.65667,26.49012,90.17303,9.12333,88.66667,90.66667
182,2/12/2021 10:23:19 AM,22.80000,-0.54000,-6.40000,89.00000,89.00000,87.00000,88.00000,85.00000,91.00000,25.80000,25.80000,24.94000,25.51333,22.80639,91.35675,5.28667,88.33333,88.00000
183,2/12/2021 10:23:19 AM,26.28000,3.18000,-3.88000,84.00000,85.00000,83.00000,96.00000,93.00000,93.00000,23.65000,24.08000,23.22000,23.65000,26.47170,83.10049,8.52667,84.00000,94.00000
184,2/12/2021 10:23:19 AM,34.14000,6.02000,-7.14000,93.00000,92.00000,88.00000,97.00000,92.00000,91.00000,27.52000,27.09000,25.37000,26.66000,34.66670,79.99968,11.00667,91.00000,93.33333
185,2/12/2021 10:23:20 AM,29.71000,6.61000,-7.35000,93.00000,94.00000,92.00000,94.00000,93.00000,89.00000,27.52000,27.95000,27.09000,27.52000,30.43643,77.45690,9.65667,93.00000,92.00000
186,2/12/2021 10:23:20 AM,30.61000,5.66000,-6.44000,90.00000,92.00000,90.00000,94.00000,91.00000,91.00000,26.23000,27.09000,26.23000,26.51667,31.12889,79.52394,9.94333,90.66667,92.00000
187,2/12/2021 10:23:20 AM,37.52000,0.00000,-8.17000,96.00000,95.00000,92.00000,92.00000,87.00000,88.00000,28.81000,28.38000,27.09000,28.09333,37.52000,90.00000,9.78333,94.33333,89.00000
188,2/12/2021 10:23:20 AM,42.41000,5.62000,-13.50000,92.00000,92.00000,91.00000,96.00000,88.00000,84.00000,27.09000,27.09000,26.66000,26.94667,42.78075,82.45138,11.51000,91.66667,89.33333
189,2/12/2021 10:23:20 AM,44.86000,9.88000,-9.81000,88.00000,88.00000,87.00000,79.00000,76.00000,74.00000,25.37000,25.37000,24.94000,25.22667,45.93511,77.57942,14.97667,87.66667,76.33333
190,2/12/2021 10:23:20 AM,48.94000,3.53000,-7.01000,88.00000,87.00000,87.00000,93.00000,92.00000,87.00000,25.37000,24.94000,24.94000,25.08333,49.06714,85.87445,15.15333,87.33333,90.66667
191,2/12/2021 10:23:20 AM,54.21000,7.18000,-7.22000,96.00000,95.00000,94.00000,89.00000,90.00000,82.00000,28.81000,28.38000,27.95000,28.38000,54.68342,82.45521,18.05667,95.00000,87.00000
192,2/12/2021 10:23:20 AM,50.72000,9.18000,-4.38000,93.00000,93.00000,93.00000,91.00000,86.00000,87.00000,27.52000,27.52000,27.52000,27.52000,51.54407,79.74089,18.50667,93.00000,88.00000
193,2/12/2021 10:23:20 AM,46.36000,8.78000,5.45000,89.00000,88.00000,87.00000,82.00000,87.00000,85.00000,25.80000,25.37000,24.94000,25.37000,47.18409,79.27591,20.19667,88.00000,84.66667
194,2/12/2021 10:23:20 AM,49.43000,7.48000,-0.98000,90.00000,88.00000,90.00000,88.00000,86.00000,91.00000,26.23000,25.37000,26.23000,25.94333,49.99275,81.39500,18.64333,89.33333,88.33333
195,2/12/2021 10:23:20 AM,47.02000,7.05000,-2.73000,93.00000,90.00000,91.00000,88.00000,87.00000,91.00000,27.52000,26.23000,26.66000,26.80333,47.54559,81.47281,17.11333,91.33333,88.66667
196,2/12/2021 10:23:21 AM,38.17000,-6.12000,-2.97000,88.00000,91.00000,89.00000,91.00000,89.00000,83.00000,25.37000,26.66000,25.80000,25.94333,38.65751,99.10901,9.69333,89.33333,87.66667
197,2/12/2021 10:23:21 AM,34.66000,-3.21000,-3.77000,89.00000,87.00000,86.00000,93.00000,92.00000,89.00000,25.80000,24.94000,24.51000,25.08333,34.80833,95.29130,9.22667,87.33333,91.33333
198,2/12/2021 10:23:21 AM,32.78000,-5.70000,-4.66000,90.00000,91.00000,89.00000,94.00000,91.00000,91.00000,26.23000,26.66000,25.80000,26.23000,33.27189,99.86433,7.47333,90.00000,92.00000
199,2/12/2021 10:23:21 AM,38.31000,-5.40000,-2.88000,92.00000,90.00000,90.00000,87.00000,92.00000,92.00000,27.09000,26.23000,26.23000,26.51667,38.68871,98.02329,10.01000,90.66667,90.33333
200,2/12/2021 10:23:21 AM,47.54000,-0.09000,-9.20000,92.00000,90.00000,91.00000,93.00000,89.00000,89.00000,27.09000,26.23000,26.66000,26.66000,47.54009,90.10847,12.75000,91.00000,90.33333
201,2/12/2021 10:23:21 AM,48.63000,-0.02000,-1.53000,88.00000,88.00000,88.00000,83.00000,86.00000,86.00000,25.37000,25.37000,25.37000,25.37000,48.63000,90.02356,15.69333,88.00000,85.00000
202,2/12/2021 10:23:21 AM,48.77000,-4.00000,-4.02000,93.00000,93.00000,93.00000,88.00000,89.00000,87.00000,27.52000,27.52000,27.52000,27.52000,48.93376,94.68877,13.58333,93.00000,88.00000
203,2/12/2021 10:23:21 AM,48.32000,1.28000,-2.60000,90.00000,93.00000,92.00000,89.00000,84.00000,85.00000,26.23000,27.52000,27.09000,26.94667,48.33695,88.48259,15.66667,91.66667,86.00000
204,2/12/2021 10:23:21 AM,42.24000,1.01000,-1.21000,90.00000,89.00000,87.00000,91.00000,92.00000,93.00000,26.23000,25.80000,24.94000,25.65667,42.25207,88.63026,14.01333,88.66667,92.00000
205,2/12/2021 10:23:22 AM,43.39000,2.42000,-0.42000,87.00000,89.00000,89.00000,92.00000,92.00000,91.00000,24.94000,25.80000,25.80000,25.51333,43.45743,86.80774,15.13000,88.33333,91.66667
206,2/12/2021 10:23:22 AM,50.16000,0.97000,-2.71000,94.00000,95.00000,95.00000,92.00000,90.00000,91.00000,27.95000,28.38000,28.38000,28.23667,50.16938,88.89215,16.14000,94.66667,91.00000
207,2/12/2021 10:23:22 AM,49.88000,5.47000,-3.26000,92.00000,95.00000,93.00000,91.00000,92.00000,94.00000,27.09000,28.38000,27.52000,27.66333,50.17903,83.74177,17.36333,93.33333,92.33333
208,2/12/2021 10:23:22 AM,44.99000,5.74000,0.27000,93.00000,93.00000,91.00000,92.00000,96.00000,93.00000,27.52000,27.52000,26.66000,27.23333,45.35469,82.72926,17.00000,92.33333,93.66667
209,2/12/2021 10:23:22 AM,41.50000,4.81000,-1.10000,96.00000,97.00000,94.00000,90.00000,91.00000,90.00000,28.81000,29.24000,27.95000,28.66667,41.77782,83.38871,15.07000,95.66667,90.33333
210,2/12/2021 10:23:22 AM,42.02000,6.08000,-4.63000,96.00000,95.00000,95.00000,95.00000,93.00000,93.00000,28.81000,28.38000,28.38000,28.52333,42.45759,81.76684,14.49000,95.33333,93.66667
211,2/12/2021 10:23:22 AM,45.53000,6.38000,-0.55000,96.00000,94.00000,95.00000,90.00000,95.00000,95.00000,28.81000,27.95000,28.38000,28.38000,45.97483,82.02323,17.12000,95.00000,93.33333
212,2/12/2021 10:23:22 AM,47.63000,9.58000,-2.22000,98.00000,95.00000,93.00000,86.00000,87.00000,89.00000,29.67000,28.38000,27.52000,28.52333,48.58388,78.62762,18.33000,95.33333,87.33333
213,2/12/2021 10:23:22 AM,41.69000,4.31000,2.25000,93.00000,90.00000,92.00000,89.00000,94.00000,92.00000,27.52000,26.23000,27.09000,26.94667,41.91220,84.09761,16.08333,91.66667,91.66667
214,2/12/2021 10:23:22 AM,38.76000,-1.08000,1.84000,91.00000,93.00000,91.00000,90.00000,91.00000,95.00000,26.66000,27.52000,26.66000,26.94667,38.77504,91.59606,13.17333,91.66667,92.00000
215,2/12/2021 10:23:23 AM,38.87000,-3.98000,1.95000,89.00000,90.00000,89.00000,82.00000,93.00000,95.00000,25.80000,26.23000,25.80000,25.94333,39.07323,95.84629,12.28000,89.33333,90.00000
216,2/12/2021 10:23:23 AM,40.01000,-5.28000,0.72000,92.00000,92.00000,91.00000,71.00000,77.00000,72.00000,27.09000,27.09000,26.66000,26.94667,40.35689,97.51771,11.81667,91.66667,73.33333
217,2/12/2021 10:23:23 AM,35.81000,-5.30000,7.98000,85.00000,87.00000,84.00000,75.00000,91.00000,83.00000,24.08000,24.94000,23.65000,24.22333,36.20008,98.41885,12.83000,85.33333,83.00000
218,2/12/2021 10:23:23 AM,44.42000,-8.13000,9.59000,92.00000,94.00000,93.00000,45.00000,54.00000,37.00000,27.09000,27.95000,27.52000,27.52000,45.15787,100.37180,15.29333,93.00000,45.33333
219,2/12/2021 10:23:23 AM,39.28000,-0.60000,-2.78000,88.00000,86.00000,88.00000,88.00000,89.00000,87.00000,25.37000,24.51000,25.37000,25.08333,39.28458,90.87512,11.96667,87.33333,88.00000
220,2/12/2021 10:23:23 AM,40.87000,0.42000,-10.56000,91.00000,91.00000,93.00000,91.00000,89.00000,88.00000,26.66000,26.66000,27.52000,26.94667,40.87216,89.41122,10.24333,91.66667,89.33333
221,2/12/2021 10:23:23 AM,42.83000,3.44000,-6.40000,96.00000,95.00000,93.00000,93.00000,83.00000,85.00000,28.81000,28.38000,27.52000,28.23667,42.96792,85.40800,13.29000,94.66667,87.00000
222,2/12/2021 10:23:23 AM,40.02000,3.32000,-3.16000,93.00000,94.00000,92.00000,92.00000,94.00000,90.00000,27.52000,27.95000,27.09000,27.52000,40.15748,85.25769,13.39333,93.00000,92.00000
223,2/12/2021 10:23:23 AM,33.15000,4.99000,0.73000,95.00000,93.00000,90.00000,90.00000,91.00000,91.00000,28.38000,27.52000,26.23000,27.37667,33.52346,81.43966,12.95667,92.66667,90.66667
224,2/12/2021 10:23:23 AM,40.14000,11.62000,0.87000,88.00000,87.00000,84.00000,85.00000,86.00000,81.00000,25.37000,24.94000,23.65000,24.65333,41.78808,73.85497,17.54333,86.33333,84.00000
225,2/12/2021 10:23:23 AM,44.03000,5.69000,-1.09000,89.00000,89.00000,90.00000,91.00000,91.00000,93.00000,25.80000,25.80000,26.23000,25.94333,44.39614,82.63647,16.21000,89.33333,91.66667
226,2/12/2021 10:23:24 AM,43.57000,5.10000,-2.77000,86.00000,91.00000,87.00000,87.00000,90.00000,90.00000,24.51000,26.66000,24.94000,25.37000,43.86747,83.32374,15.30000,88.00000,89.00000
227,2/12/2021 10:23:24 AM,44.88000,4.99000,-3.31000,93.00000,93.00000,92.00000,72.00000,64.00000,73.00000,27.52000,27.52000,27.09000,27.37667,45.15656,83.65560,15.52000,92.66667,69.66667
228,2/12/2021 10:23:24 AM,45.53000,11.04000,6.38000,95.00000,96.00000,95.00000,86.00000,90.00000,94.00000,28.38000,28.81000,28.38000,28.52333,46.84936,76.37012,20.98333,95.33333,90.00000
229,2/12/2021 10:23:24 AM,42.99000,2.94000,1.84000,91.00000,90.00000,87.00000,84.00000,90.00000,89.00000,26.66000,26.23000,24.94000,25.94333,43.09041,86.08775,15.92333,89.33333,87.66667
230,2/12/2021 10:23:24 AM,42.24000,0.08000,-0.83000,94.00000,96.00000,91.00000,83.00000,85.00000,85.00000,27.95000,28.81000,26.66000,27.80667,42.24008,89.89149,13.83000,93.66667,84.33333
231,2/12/2021 10:23:24 AM,43.15000,-2.04000,0.44000,89.00000,88.00000,88.00000,50.00000,48.00000,68.00000,25.80000,25.37000,25.37000,25.51333,43.19819,92.70675,13.85000,88.33333,55.33333
232,2/12/2021 10:23:24 AM,37.72000,2.89000,0.51000,90.00000,89.00000,88.00000,79.00000,77.00000,77.00000,26.23000,25.80000,25.37000,25.80000,37.83055,85.61872,13.70667,89.00000,77.66667
233,2/12/2021 10:23:24 AM,42.35000,9.17000,-2.99000,89.00000,92.00000,87.00000,73.00000,66.00000,59.00000,25.80000,27.09000,24.94000,25.94333,43.33141,77.78242,16.17667,89.33333,66.00000
234,2/12/2021 10:23:24 AM,48.67000,12.29000,-6.64000,89.00000,89.00000,87.00000,64.00000,73.00000,74.00000,25.80000,25.80000,24.94000,25.51333,50.19774,75.82811,18.10667,88.33333,70.33333
235,2/12/2021 10:23:25 AM,46.41000,9.25000,0.02000,88.00000,87.00000,86.00000,87.00000,89.00000,82.00000,25.37000,24.94000,24.51000,24.94000,47.32283,78.72806,18.56000,87.00000,86.00000
236,2/12/2021 10:23:25 AM,42.99000,9.53000,0.43000,88.00000,88.00000,86.00000,84.00000,88.00000,78.00000,25.37000,25.37000,24.51000,25.08333,44.03363,77.50083,17.65000,87.33333,83.33333
237,2/12/2021 10:23:25 AM,40.95000,3.86000,-11.22000,88.00000,89.00000,84.00000,76.00000,71.00000,65.00000,25.37000,25.80000,23.65000,24.94000,41.13152,84.61514,11.19667,87.00000,70.66667
238,2/12/2021 10:23:25 AM,42.80000,8.53000,-0.95000,90.00000,92.00000,90.00000,93.00000,92.00000,90.00000,26.23000,27.09000,26.23000,26.51667,43.64173,78.72869,16.79333,90.66667,91.66667
239,2/12/2021 10:23:25 AM,41.10000,7.69000,2.10000,87.00000,87.00000,88.00000,84.00000,89.00000,90.00000,24.94000,24.94000,25.37000,25.08333,41.81323,79.40223,16.96333,87.33333,87.66667
240,2/12/2021 10:23:25 AM,43.43000,6.26000,3.93000,88.00000,89.00000,88.00000,88.00000,95.00000,95.00000,25.37000,25.80000,25.37000,25.51333,43.87884,81.79788,17.87333,88.33333,92.66667
241,2/12/2021 10:23:25 AM,39.66000,5.96000,9.54000,95.00000,92.00000,94.00000,88.00000,91.00000,90.00000,28.38000,27.09000,27.95000,27.80667,40.10533,81.45369,18.38667,93.66667,89.66667
242,2/12/2021 10:23:25 AM,37.09000,3.60000,9.63000,90.00000,91.00000,89.00000,86.00000,92.00000,94.00000,26.23000,26.66000,25.80000,26.23000,37.26430,84.45617,16.77333,90.00000,90.66667
243,2/12/2021 10:23:25 AM,36.92000,-1.46000,14.26000,95.00000,91.00000,90.00000,80.00000,84.00000,85.00000,28.38000,26.66000,26.23000,27.09000,36.94886,92.26458,16.57333,92.00000,83.00000
244,2/12/2021 10:23:25 AM,33.65000,-5.45000,8.41000,93.00000,92.00000,87.00000,84.00000,88.00000,91.00000,27.52000,27.09000,24.94000,26.51667,34.08849,99.19982,12.20333,90.66667,87.66667
245,2/12/2021 10:23:25 AM,33.77000,-2.77000,10.98000,89.00000,89.00000,87.00000,81.00000,87.00000,96.00000,25.80000,25.80000,24.94000,25.51333,33.88342,94.68922,13.99333,88.33333,88.00000
246,2/12/2021 10:23:26 AM,39.74000,-6.73000,15.64000,91.00000,90.00000,90.00000,86.00000,90.00000,88.00000,26.66000,26.23000,26.23000,26.37333,40.30584,99.61189,16.21667,90.33333,88.00000
247,2/12/2021 10:23:26 AM,46.06000,-8.40000,12.10000,93.00000,90.00000,90.00000,74.00000,82.00000,76.00000,27.52000,26.23000,26.23000,26.66000,46.81969,100.33549,16.58667,91.00000,77.33333
248,2/12/2021 10:23:26 AM,47.23000,-2.84000,11.69000,92.00000,95.00000,93.00000,80.00000,83.00000,82.00000,27.09000,28.38000,27.52000,27.66333,47.31531,93.44112,18.69333,93.33333,81.66667
249,2/12/2021 10:23:26 AM,42.21000,-3.60000,7.09000,92.00000,92.00000,88.00000,82.00000,87.00000,83.00000,27.09000,27.09000,25.37000,26.51667,42.36324,94.87484,15.23333,90.66667,84.00000
250,2/12/2021 10:23:26 AM,40.99000,-4.16000,9.64000,91.00000,91.00000,91.00000,88.00000,94.00000,94.00000,26.66000,26.66000,26.66000,26.66000,41.20056,95.79500,15.49000,91.00000,92.00000
251,2/12/2021 10:23:26 AM,37.15000,-2.34000,9.47000,89.00000,86.00000,87.00000,56.00000,77.00000,70.00000,25.80000,24.51000,24.94000,25.08333,37.22362,93.60418,14.76000,87.33333,67.66667
252,2/12/2021 10:23:26 AM,26.12000,-3.76000,-8.18000,90.00000,91.00000,90.00000,91.00000,87.00000,88.00000,26.23000,26.66000,26.23000,26.37333,26.38924,98.19151,4.72667,90.33333,88.66667
