Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
257,2/12/2021 10:54:06 AM,27.61000,5.08000,-15.85000,90.00000,92.00000,91.00000,63.00000,59.00000,56.00000,26.23000,27.09000,26.66000,26.66000,28.07345,79.57467,5.61333,91.00000,59.33333
258,2/12/2021 10:54:06 AM,27.74000,-1.97000,-7.92000,91.00000,90.00000,91.00000,84.00000,81.00000,74.00000,26.66000,26.23000,26.66000,26.51667,27.80986,94.06213,5.95000,90.66667,79.66667
259,2/12/2021 10:54:06 AM,34.09000,13.90000,-15.00000,84.00000,90.00000,87.00000,74.00000,70.00000,69.00000,23.65000,26.23000,24.94000,24.94000,36.81492,67.81711,10.99667,87.00000,71.00000
260,2/12/2021 10:54:06 AM,25.53000,-0.54000,-9.27000,91.00000,93.00000,91.00000,80.00000,73.00000,75.00000,26.66000,27.52000,26.66000,26.94667,25.53571,91.21172,5.24000,91.66667,76.00000
261,2/12/2021 10:54:06 AM,35.68000,5.83000,-2.02000,89.00000,89.00000,87.00000,74.00000,76.00000,75.00000,25.80000,25.80000,24.94000,25.51333,36.15316,80.72006,13.16333,88.33333,75.00000
262,2/12/2021 10:54:06 AM,38.48000,3.89000,-7.62000,82.00000,86.00000,83.00000,74.00000,77.00000,75.00000,22.79000,24.51000,23.22000,23.50667,38.67612,84.22750,11.58333,83.66667,75.33333
263,2/12/2021 10:54:06 AM,22.09000,-1.03000,-1.52000,90.00000,89.00000,88.00000,81.00000,83.00000,86.00000,26.23000,25.80000,25.37000,25.80000,22.11400,92.66962,6.51333,89.00000,83.33333
264,2/12/2021 10:54:06 AM,20.16000,-15.33000,-17.26000,86.00000,85.00000,81.00000,59.00000,52.00000,58.00000,24.51000,24.08000,22.36000,23.65000,25.32656,127.24996,-4.14333,84.00000,56.33333
265,2/12/2021 10:54:07 AM,23.27000,-14.89000,-16.26000,88.00000,87.00000,85.00000,68.00000,59.00000,73.00000,25.37000,24.94000,24.08000,24.79667,27.62617,122.61435,-2.62667,86.66667,66.66667
266,2/12/2021 10:54:07 AM,24.56000,-16.55000,-21.95000,86.00000,86.00000,85.00000,74.00000,58.00000,63.00000,24.51000,24.51000,24.08000,24.36667,29.61581,123.97445,-4.64667,85.66667,65.00000
267,2/12/2021 10:54:07 AM,39.25000,2.35000,-18.27000,88.00000,88.00000,85.00000,75.00000,70.00000,72.00000,25.37000,25.37000,24.08000,24.94000,39.32029,86.57364,7.77667,87.00000,72.33333
268,2/12/2021 10:54:07 AM,46.70000,8.12000,-12.28000,87.00000,83.00000,86.00000,78.00000,73.00000,74.00000,24.94000,23.22000,24.51000,24.22333,47.40068,80.13626,14.18000,85.33333,75.00000
269,2/12/2021 10:54:07 AM,36.63000,2.21000,-13.83000,92.00000,92.00000,92.00000,92.00000,87.00000,86.00000,27.09000,27.09000,27.09000,27.09000,36.69661,86.54736,8.33667,92.00000,88.33333
270,2/12/2021 10:54:07 AM,30.50000,2.67000,-10.06000,85.00000,86.00000,86.00000,87.00000,83.00000,82.00000,24.08000,24.51000,24.51000,24.36667,30.61664,84.99703,7.70333,85.66667,84.00000
271,2/12/2021 10:54:07 AM,22.47000,-5.63000,-9.87000,85.00000,86.00000,85.00000,84.00000,80.00000,82.00000,24.08000,24.51000,24.08000,24.22333,23.16458,104.06624,2.32333,85.33333,82.00000
272,2/12/2021 10:54:07 AM,26.60000,-2.62000,-7.75000,85.00000,85.00000,85.00000,84.00000,89.00000,86.00000,24.08000,24.08000,24.08000,24.08000,26.72872,95.62527,5.41000,85.00000,86.33333
273,2/12/2021 10:54:07 AM,19.81000,-2.27000,-6.07000,87.00000,87.00000,87.00000,81.00000,69.00000,81.00000,24.94000,24.94000,24.94000,24.94000,19.93963,96.53693,3.82333,87.00000,77.00000
274,2/12/2021 10:54:07 AM,19.46000,1.63000,5.82000,91.00000,92.00000,92.00000,62.00000,75.00000,78.00000,26.66000,27.09000,27.09000,26.94667,19.52815,85.21199,8.97000,91.66667,71.66667
275,2/12/2021 10:54:07 AM,18.92000,4.51000,8.55000,92.00000,93.00000,91.00000,85.00000,89.00000,89.00000,27.09000,27.52000,26.66000,27.09000,19.45010,76.59249,10.66000,92.00000,87.66667
276,2/12/2021 10:54:08 AM,27.84000,7.30000,-3.75000,88.00000,88.00000,85.00000,66.00000,59.00000,60.00000,25.37000,25.37000,24.08000,24.94000,28.78117,75.30710,10.46333,87.00000,61.66667
277,2/12/2021 10:54:08 AM,17.56000,-7.11000,-11.23000,89.00000,83.00000,86.00000,84.00000,79.00000,89.00000,25.80000,23.22000,24.51000,24.51000,18.94481,112.04290,-0.26000,86.00000,84.00000
278,2/12/2021 10:54:08 AM,6.12000,-14.80000,-12.86000,89.00000,92.00000,95.00000,91.00000,90.00000,92.00000,25.80000,27.09000,28.38000,27.09000,16.01544,157.53424,-7.18000,92.00000,91.00000
279,2/12/2021 10:54:08 AM,7.43000,-13.36000,-7.25000,85.00000,88.00000,84.00000,96.00000,91.00000,96.00000,24.08000,25.37000,23.65000,24.36667,15.28707,150.91991,-4.39333,85.66667,94.33333
280,2/12/2021 10:54:08 AM,16.60000,-17.81000,-9.68000,89.00000,86.00000,86.00000,87.00000,83.00000,75.00000,25.80000,24.51000,24.51000,24.94000,24.34658,137.01393,-3.63000,87.00000,81.66667
281,2/12/2021 10:54:08 AM,25.23000,-3.60000,-9.07000,85.00000,87.00000,87.00000,81.00000,82.00000,81.00000,24.08000,24.94000,24.94000,24.65333,25.48554,98.12056,4.18667,86.33333,81.33333
282,2/12/2021 10:54:08 AM,19.51000,-2.33000,-1.71000,87.00000,89.00000,84.00000,22.00000,28.00000,20.00000,24.94000,25.80000,23.65000,24.79667,19.64864,96.81035,5.15667,86.66667,23.33333
283,2/12/2021 10:54:08 AM,21.21000,6.55000,10.30000,93.00000,92.00000,91.00000,61.00000,69.00000,74.00000,27.52000,27.09000,26.66000,27.09000,22.19835,72.83844,12.68667,92.00000,68.00000
284,2/12/2021 10:54:08 AM,29.79000,11.28000,-11.07000,87.00000,86.00000,86.00000,92.00000,78.00000,76.00000,24.94000,24.51000,24.51000,24.65333,31.85408,69.26080,10.00000,86.33333,82.00000
285,2/12/2021 10:54:08 AM,39.69000,1.26000,-9.12000,87.00000,89.00000,87.00000,92.00000,87.00000,77.00000,24.94000,25.80000,24.94000,25.22667,39.70999,88.18170,10.61000,87.66667,85.33333
286,2/12/2021 10:54:09 AM,35.76000,-1.49000,-1.31000,85.00000,83.00000,83.00000,86.00000,78.00000,77.00000,24.08000,23.22000,23.22000,23.50667,35.79103,92.38594,10.98667,83.66667,80.33333
287,2/12/2021 10:54:09 AM,25.48000,-5.22000,2.97000,86.00000,89.00000,88.00000,57.00000,54.00000,50.00000,24.51000,25.80000,25.37000,25.22667,26.00921,101.57779,7.74333,87.66667,53.66667
288,2/12/2021 10:54:09 AM,26.46000,-6.50000,2.57000,96.00000,95.00000,94.00000,67.00000,64.00000,77.00000,28.81000,28.38000,27.95000,28.38000,27.24668,103.80163,7.51000,95.00000,69.33333
289,2/12/2021 10:54:09 AM,28.02000,4.03000,6.00000,90.00000,88.00000,88.00000,58.00000,64.00000,63.00000,26.23000,25.37000,25.37000,25.65667,28.30833,81.81551,12.68333,88.66667,61.66667
290,2/12/2021 10:54:09 AM,26.68000,12.06000,4.00000,90.00000,87.00000,85.00000,82.00000,83.00000,80.00000,26.23000,24.94000,24.08000,25.08333,29.27910,65.67589,14.24667,87.33333,81.66667
291,2/12/2021 10:54:09 AM,19.24000,18.04000,8.27000,88.00000,89.00000,89.00000,63.00000,57.00000,59.00000,25.37000,25.80000,25.80000,25.65667,26.37459,46.84365,15.18333,88.66667,59.66667
292,2/12/2021 10:54:09 AM,24.80000,5.90000,10.04000,85.00000,87.00000,87.00000,55.00000,72.00000,71.00000,24.08000,24.94000,24.94000,24.65333,25.49216,76.61791,13.58000,86.33333,66.00000
293,2/12/2021 10:54:09 AM,25.21000,13.18000,-2.37000,82.00000,83.00000,81.00000,74.00000,80.00000,70.00000,22.79000,23.22000,22.36000,22.79000,28.44743,62.39905,12.00667,82.00000,74.66667
294,2/12/2021 10:54:09 AM,29.06000,7.93000,-3.50000,92.00000,92.00000,92.00000,78.00000,80.00000,77.00000,27.09000,27.09000,27.09000,27.09000,30.12256,74.73654,11.16333,92.00000,78.33333
295,2/12/2021 10:54:10 AM,27.19000,6.60000,0.66000,89.00000,86.00000,83.00000,77.00000,57.00000,77.00000,25.80000,24.51000,23.22000,24.51000,27.97957,76.35612,11.48333,86.00000,70.33333
296,2/12/2021 10:54:10 AM,21.83000,15.80000,7.55000,82.00000,83.00000,80.00000,77.00000,62.00000,80.00000,22.79000,23.22000,21.93000,22.64667,26.94789,54.10393,15.06000,81.66667,73.00000
297,2/12/2021 10:54:10 AM,18.56000,13.73000,3.44000,84.00000,83.00000,85.00000,70.00000,59.00000,61.00000,23.65000,23.22000,24.08000,23.65000,23.08650,53.50734,11.91000,84.00000,63.33333
298,2/12/2021 10:54:10 AM,23.47000,-2.46000,10.01000,86.00000,84.00000,86.00000,79.00000,74.00000,87.00000,24.51000,23.65000,24.51000,24.22333,23.59857,95.98359,10.34000,85.33333,80.00000
299,2/12/2021 10:54:10 AM,30.52000,-4.09000,-1.43000,93.00000,93.00000,96.00000,70.00000,82.00000,82.00000,27.52000,27.52000,28.81000,27.95000,30.79283,97.63276,8.33333,94.00000,78.00000
300,2/12/2021 10:54:10 AM,29.40000,-2.20000,-0.54000,91.00000,92.00000,90.00000,74.00000,71.00000,78.00000,26.66000,27.09000,26.23000,26.66000,29.48220,94.27946,8.88667,91.00000,74.33333
