Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
298,2/12/2021 10:05:03 AM,22.22000,-0.18000,0.32000,101.00000,101.00000,98.00000,94.00000,98.00000,97.00000,30.96000,30.96000,29.67000,30.53000,22.22073,90.46413,7.45333,100.00000,96.33333
299,2/12/2021 10:05:03 AM,19.19000,-0.39000,1.39000,104.00000,100.00000,100.00000,96.00000,97.00000,97.00000,32.25000,30.53000,30.53000,31.10333,19.19396,91.16427,6.73000,101.33333,96.66667
300,2/12/2021 10:05:03 AM,19.33000,1.55000,0.70000,97.00000,100.00000,100.00000,95.00000,96.00000,95.00000,29.24000,30.53000,30.53000,30.10000,19.39204,85.41548,7.19333,99.00000,95.33333
301,2/12/2021 10:05:03 AM,19.74000,-2.41000,3.42000,94.00000,94.00000,93.00000,97.00000,96.00000,96.00000,27.95000,27.95000,27.52000,27.80667,19.88657,96.96063,6.91667,93.66667,96.33333
302,2/12/2021 10:05:03 AM,18.22000,-2.19000,4.39000,97.00000,96.00000,93.00000,95.00000,97.00000,97.00000,29.24000,28.81000,27.52000,28.52333,18.35114,96.85393,6.80667,95.33333,96.33333
303,2/12/2021 10:05:03 AM,19.88000,-1.96000,4.42000,106.00000,108.00000,107.00000,88.00000,90.00000,90.00000,33.11000,33.97000,33.54000,33.54000,19.97639,95.63068,7.44667,107.00000,89.33333
304,2/12/2021 10:05:03 AM,21.35000,-1.45000,0.98000,91.00000,94.00000,91.00000,96.00000,96.00000,97.00000,26.66000,27.95000,26.66000,27.09000,21.39918,93.88532,6.96000,92.00000,96.33333
305,2/12/2021 10:05:03 AM,20.59000,1.04000,2.96000,102.00000,102.00000,102.00000,96.00000,98.00000,97.00000,31.39000,31.39000,31.39000,31.39000,20.61625,87.10845,8.19667,102.00000,97.00000
306,2/12/2021 10:05:04 AM,20.85000,0.92000,4.26000,92.00000,95.00000,94.00000,90.00000,96.00000,96.00000,27.09000,28.38000,27.95000,27.80667,20.87029,87.47348,8.67667,93.66667,94.00000
307,2/12/2021 10:05:04 AM,21.36000,-4.34000,3.85000,97.00000,93.00000,95.00000,94.00000,98.00000,96.00000,29.24000,27.52000,28.38000,28.38000,21.79645,101.48521,6.95667,95.00000,96.00000
308,2/12/2021 10:05:04 AM,20.92000,-2.84000,3.56000,96.00000,98.00000,98.00000,92.00000,94.00000,97.00000,28.81000,29.67000,29.67000,29.38333,21.11189,97.73094,7.21333,97.33333,94.33333
309,2/12/2021 10:05:04 AM,22.43000,-3.25000,5.18000,96.00000,98.00000,99.00000,89.00000,93.00000,91.00000,28.81000,29.67000,30.10000,29.52667,22.66423,98.24451,8.12000,97.66667,91.00000
310,2/12/2021 10:05:04 AM,21.95000,-8.92000,-11.03000,97.00000,97.00000,94.00000,83.00000,72.00000,85.00000,29.24000,29.24000,27.95000,28.81000,23.69323,112.11575,0.66667,96.00000,80.00000
311,2/12/2021 10:05:04 AM,32.21000,0.25000,-1.18000,97.00000,100.00000,97.00000,86.00000,89.00000,88.00000,29.24000,30.53000,29.24000,29.67000,32.21097,89.55530,10.42667,98.00000,87.66667
312,2/12/2021 10:05:04 AM,35.60000,1.63000,2.63000,89.00000,88.00000,89.00000,60.00000,74.00000,65.00000,25.80000,25.37000,25.80000,25.65667,35.63730,87.37846,13.28667,88.66667,66.33333
313,2/12/2021 10:05:04 AM,37.66000,5.13000,1.01000,100.00000,103.00000,102.00000,92.00000,93.00000,89.00000,30.53000,31.82000,31.39000,31.24667,38.00779,82.24298,14.60000,101.66667,91.33333
314,2/12/2021 10:05:04 AM,41.54000,2.24000,-1.89000,101.00000,99.00000,100.00000,91.00000,90.00000,91.00000,30.96000,30.10000,30.53000,30.53000,41.60035,86.91338,13.96333,100.00000,90.66667
315,2/12/2021 10:05:05 AM,48.95000,1.73000,-6.31000,100.00000,98.00000,99.00000,91.00000,91.00000,83.00000,30.53000,29.67000,30.10000,30.10000,48.98056,87.97588,14.79000,99.00000,88.33333
316,2/12/2021 10:05:05 AM,44.40000,0.55000,0.68000,98.00000,98.00000,96.00000,90.00000,87.00000,90.00000,29.67000,29.67000,28.81000,29.38333,44.40341,89.29029,15.21000,97.33333,89.00000
317,2/12/2021 10:05:05 AM,36.94000,2.85000,2.00000,97.00000,98.00000,96.00000,90.00000,94.00000,92.00000,29.24000,29.67000,28.81000,29.24000,37.04978,85.58825,13.93000,97.00000,92.00000
318,2/12/2021 10:05:05 AM,37.47000,3.63000,-2.20000,96.00000,97.00000,97.00000,90.00000,90.00000,93.00000,28.81000,29.24000,29.24000,29.09667,37.64542,84.46660,12.96667,96.66667,91.00000
319,2/12/2021 10:05:05 AM,34.65000,0.84000,-5.55000,100.00000,101.00000,97.00000,96.00000,91.00000,91.00000,30.53000,30.96000,29.24000,30.24333,34.66018,88.61128,9.98000,99.33333,92.66667
320,2/12/2021 10:05:05 AM,24.21000,1.46000,-0.15000,96.00000,98.00000,94.00000,86.00000,87.00000,83.00000,28.81000,29.67000,27.95000,28.81000,24.25398,86.54892,8.50667,96.00000,85.33333
321,2/12/2021 10:05:05 AM,25.50000,2.69000,3.77000,96.00000,100.00000,98.00000,93.00000,96.00000,95.00000,28.81000,30.53000,29.67000,29.67000,25.64149,83.97813,10.65333,98.00000,94.66667
322,2/12/2021 10:05:05 AM,22.87000,5.77000,-2.43000,100.00000,100.00000,100.00000,94.00000,97.00000,94.00000,30.53000,30.53000,30.53000,30.53000,23.58664,75.84003,8.73667,100.00000,95.00000
323,2/12/2021 10:05:05 AM,21.34000,5.69000,-4.85000,103.00000,103.00000,103.00000,95.00000,94.00000,92.00000,31.82000,31.82000,31.82000,31.82000,22.08555,75.07025,7.39333,103.00000,93.66667
324,2/12/2021 10:05:05 AM,15.34000,6.22000,0.64000,92.00000,94.00000,91.00000,92.00000,88.00000,86.00000,27.09000,27.95000,26.66000,27.23333,16.55307,67.92863,7.40000,92.33333,88.66667
325,2/12/2021 10:05:05 AM,18.29000,0.38000,3.28000,97.00000,98.00000,97.00000,98.00000,97.00000,98.00000,29.24000,29.67000,29.24000,29.38333,18.29395,88.80977,7.31667,97.33333,97.66667
