Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
16110,2/19/2021 10:41:23 AM,0.57000,-0.45000,0.07000,65.00000,63.00000,67.00000,98.00000,98.00000,97.00000,15.48000,14.62000,16.34000,15.48000,0.72622,128.29016,0.06333,65.00000,97.66667
16111,2/19/2021 10:41:23 AM,-0.47000,0.37000,0.10000,71.00000,60.00000,58.00000,97.00000,99.00000,96.00000,18.06000,13.33000,12.47000,14.62000,0.59816,308.21103,0.00000,63.00000,97.33333
16112,2/19/2021 10:41:23 AM,0.34000,0.18000,0.06000,59.00000,71.00000,65.00000,97.00000,99.00000,98.00000,12.90000,18.06000,15.48000,15.48000,0.38471,62.10273,0.19333,65.00000,98.00000
16113,2/19/2021 10:41:23 AM,-0.23000,0.07000,0.23000,68.00000,68.00000,69.00000,98.00000,99.00000,99.00000,16.77000,16.77000,17.20000,16.91333,0.24042,286.92751,0.02333,68.33333,98.66667
16114,2/19/2021 10:41:23 AM,0.34000,-0.26000,0.36000,58.00000,59.00000,66.00000,97.00000,97.00000,98.00000,12.47000,12.90000,15.91000,13.76000,0.42802,127.40536,0.14667,61.00000,97.33333
16115,2/19/2021 10:41:23 AM,-0.07000,-0.46000,0.20000,54.00000,56.00000,65.00000,97.00000,97.00000,98.00000,10.75000,11.61000,15.48000,12.61333,0.46530,188.65254,-0.11000,58.33333,97.33333
16116,2/19/2021 10:41:24 AM,0.00000,0.75000,0.19000,55.00000,53.00000,56.00000,97.00000,95.00000,94.00000,11.18000,10.32000,11.61000,11.03667,0.75000,0.00000,0.31333,54.66667,95.33333
16117,2/19/2021 10:41:24 AM,-0.31000,1.10000,0.20000,57.00000,54.00000,56.00000,97.00000,95.00000,96.00000,12.04000,10.75000,11.61000,11.46667,1.14285,344.26120,0.33000,55.66667,96.00000
16118,2/19/2021 10:41:24 AM,1.29000,0.74000,0.08000,55.00000,59.00000,50.00000,96.00000,93.00000,90.00000,11.18000,12.90000,9.03000,11.03667,1.48718,60.15955,0.70333,54.66667,93.00000
16119,2/19/2021 10:41:24 AM,0.78000,-0.32000,0.27000,52.00000,56.00000,49.00000,96.00000,95.00000,93.00000,9.89000,11.61000,8.60000,10.03333,0.84309,112.30621,0.24333,52.33333,94.66667
16120,2/19/2021 10:41:24 AM,0.56000,0.40000,0.25000,51.00000,50.00000,44.00000,96.00000,93.00000,88.00000,9.46000,9.03000,6.45000,8.31333,0.68819,54.46232,0.40333,48.33333,92.33333
16121,2/19/2021 10:41:24 AM,1.22000,0.45000,0.32000,46.00000,48.00000,45.00000,93.00000,93.00000,92.00000,7.31000,8.17000,6.88000,7.45333,1.30035,69.75338,0.66333,46.33333,92.66667
16122,2/19/2021 10:41:24 AM,1.26000,-0.09000,0.14000,52.00000,52.00000,47.00000,94.00000,90.00000,92.00000,9.89000,9.89000,7.74000,9.17333,1.26321,94.08562,0.43667,50.33333,92.00000
16123,2/19/2021 10:41:24 AM,-0.29000,-0.39000,0.31000,50.00000,53.00000,47.00000,95.00000,88.00000,90.00000,9.03000,10.32000,7.74000,9.03000,0.48600,216.63411,-0.12333,50.00000,91.00000
16124,2/19/2021 10:41:24 AM,0.39000,-0.85000,-0.04000,53.00000,46.00000,47.00000,94.00000,87.00000,86.00000,10.32000,7.31000,7.74000,8.45667,0.93520,155.35323,-0.16667,48.66667,89.00000
16125,2/19/2021 10:41:24 AM,0.67000,-0.14000,0.23000,58.00000,55.00000,48.00000,95.00000,96.00000,89.00000,12.47000,11.18000,8.17000,10.60667,0.68447,101.80243,0.25333,53.66667,93.33333
16126,2/19/2021 10:41:25 AM,1.45000,0.91000,0.00000,65.00000,58.00000,51.00000,97.00000,96.00000,94.00000,15.48000,12.47000,9.46000,12.47000,1.71190,57.88818,0.78667,58.00000,95.66667
16127,2/19/2021 10:41:25 AM,0.09000,0.38000,0.16000,65.00000,58.00000,51.00000,98.00000,97.00000,95.00000,15.48000,12.47000,9.46000,12.47000,0.39051,13.32453,0.21000,58.00000,96.66667
16128,2/19/2021 10:41:25 AM,0.31000,0.02000,0.29000,77.00000,67.00000,55.00000,99.00000,99.00000,95.00000,20.64000,16.34000,11.18000,16.05333,0.31064,86.30861,0.20667,66.33333,97.66667
16129,2/19/2021 10:41:25 AM,0.79000,0.77000,0.17000,83.00000,64.00000,61.00000,99.00000,98.00000,98.00000,23.22000,15.05000,13.76000,17.34333,1.10318,45.73452,0.57667,69.33333,98.33333
16130,2/19/2021 10:41:25 AM,0.75000,0.21000,0.23000,81.00000,60.00000,57.00000,99.00000,98.00000,97.00000,22.36000,13.33000,12.04000,15.91000,0.77885,74.35775,0.39667,66.00000,98.00000
16131,2/19/2021 10:41:25 AM,0.15000,0.37000,0.22000,83.00000,63.00000,62.00000,99.00000,98.00000,97.00000,23.22000,14.62000,14.19000,17.34333,0.39925,22.06790,0.24667,69.33333,98.00000
16132,2/19/2021 10:41:25 AM,0.21000,-0.20000,0.16000,78.00000,69.00000,75.00000,99.00000,98.00000,99.00000,21.07000,17.20000,19.78000,19.35000,0.29000,133.60282,0.05667,74.00000,98.66667
