Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
151,2/12/2021 10:57:37 AM,28.98000,14.91000,4.27000,89.00000,91.00000,89.00000,62.00000,42.00000,57.00000,25.80000,26.66000,25.80000,26.08667,32.59062,62.77451,16.05333,89.66667,53.66667
152,2/12/2021 10:57:37 AM,29.27000,4.79000,-4.34000,87.00000,85.00000,83.00000,87.00000,87.00000,85.00000,24.94000,24.08000,23.22000,24.08000,29.65935,80.70600,9.90667,85.00000,86.33333
153,2/12/2021 10:57:37 AM,25.75000,-3.64000,-6.93000,90.00000,91.00000,91.00000,93.00000,85.00000,89.00000,26.23000,26.66000,26.66000,26.51667,26.00600,98.04598,5.06000,90.66667,89.00000
154,2/12/2021 10:57:37 AM,27.83000,-1.67000,-11.75000,87.00000,87.00000,86.00000,79.00000,77.00000,76.00000,24.94000,24.94000,24.51000,24.79667,27.88006,93.43404,4.80333,86.66667,77.33333
155,2/12/2021 10:57:37 AM,30.29000,-12.09000,-12.83000,90.00000,90.00000,88.00000,87.00000,81.00000,87.00000,26.23000,26.23000,25.37000,25.94333,32.61368,111.75900,1.79000,89.33333,85.00000
156,2/12/2021 10:57:38 AM,33.96000,-2.31000,1.62000,92.00000,93.00000,88.00000,58.00000,58.00000,77.00000,27.09000,27.52000,25.37000,26.66000,34.03847,93.89133,11.09000,91.00000,64.33333
157,2/12/2021 10:57:38 AM,22.38000,-3.57000,-5.56000,88.00000,88.00000,87.00000,32.00000,35.00000,55.00000,25.37000,25.37000,24.94000,25.22667,22.66295,99.06332,4.41667,87.66667,40.66667
158,2/12/2021 10:57:38 AM,26.52000,-15.32000,-13.35000,91.00000,92.00000,90.00000,88.00000,80.00000,81.00000,26.66000,27.09000,26.23000,26.66000,30.62699,120.01405,-0.71667,91.00000,83.00000
159,2/12/2021 10:57:38 AM,25.15000,-14.12000,-21.87000,87.00000,87.00000,88.00000,69.00000,77.00000,50.00000,24.94000,24.94000,25.37000,25.08333,28.84262,119.31122,-3.61333,87.33333,65.33333
160,2/12/2021 10:57:38 AM,42.71000,6.43000,-25.66000,91.00000,89.00000,91.00000,82.00000,75.00000,84.00000,26.66000,25.80000,26.66000,26.37333,43.19131,81.43841,7.82667,90.33333,80.33333
161,2/12/2021 10:57:38 AM,28.24000,18.55000,-14.93000,89.00000,88.00000,87.00000,69.00000,54.00000,65.00000,25.80000,25.37000,24.94000,25.37000,33.78757,56.70030,10.62000,88.00000,62.66667
162,2/12/2021 10:57:38 AM,28.75000,11.31000,-14.79000,88.00000,89.00000,87.00000,90.00000,78.00000,86.00000,25.37000,25.80000,24.94000,25.37000,30.89464,68.52575,8.42333,88.00000,84.66667
163,2/12/2021 10:57:38 AM,39.75000,-1.15000,-17.54000,86.00000,86.00000,88.00000,59.00000,56.00000,50.00000,24.51000,24.51000,25.37000,24.79667,39.76663,91.65715,7.02000,86.66667,55.00000
164,2/12/2021 10:57:38 AM,23.92000,-0.18000,-28.95000,92.00000,88.00000,88.00000,71.00000,82.00000,79.00000,27.09000,25.37000,25.37000,25.94333,23.92068,90.43115,-1.73667,89.33333,77.33333
165,2/12/2021 10:57:38 AM,24.07000,0.71000,-6.26000,88.00000,87.00000,88.00000,32.00000,25.00000,21.00000,25.37000,24.94000,25.37000,25.22667,24.08047,88.31042,6.17333,87.66667,26.00000
166,2/12/2021 10:57:39 AM,25.46000,9.24000,-4.31000,89.00000,87.00000,86.00000,75.00000,77.00000,63.00000,25.80000,24.94000,24.51000,25.08333,27.08485,70.05304,10.13000,87.33333,71.66667
167,2/12/2021 10:57:39 AM,22.59000,16.57000,-1.56000,88.00000,90.00000,88.00000,92.00000,91.00000,88.00000,25.37000,26.23000,25.37000,25.65667,28.01558,53.73956,12.53333,88.66667,90.33333
168,2/12/2021 10:57:39 AM,28.34000,12.09000,-3.54000,91.00000,91.00000,90.00000,73.00000,83.00000,68.00000,26.66000,26.66000,26.23000,26.51667,30.81110,66.89664,12.29667,90.66667,74.66667
