Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
74,2/12/2021 10:27:26 AM,28.47000,-2.59000,-6.65000,93.00000,92.00000,92.00000,95.00000,88.00000,88.00000,27.09000,27.09000,27.09000,27.09000,28.58757,95.19806,6.41000,92.33333,90.33333
75,2/12/2021 10:27:27 AM,31.12000,-3.83000,0.46000,91.00000,91.00000,91.00000,82.00000,90.00000,92.00000,26.23000,26.66000,26.66000,26.51667,31.35480,97.01622,9.25000,91.00000,88.00000
76,2/12/2021 10:27:27 AM,45.82000,-3.59000,4.96000,88.00000,90.00000,88.00000,77.00000,89.00000,86.00000,24.94000,26.23000,25.37000,25.51333,45.96042,94.47998,15.73000,88.66667,84.00000
77,2/12/2021 10:27:27 AM,43.39000,-4.03000,1.40000,88.00000,89.00000,92.00000,92.00000,96.00000,97.00000,24.94000,25.80000,27.09000,25.94333,43.57675,95.30633,13.58667,89.66667,95.00000
78,2/12/2021 10:27:27 AM,44.46000,-3.00000,2.78000,90.00000,92.00000,92.00000,89.00000,91.00000,92.00000,25.80000,27.09000,27.09000,26.66000,44.56110,93.86026,14.74667,91.33333,90.66667
79,2/12/2021 10:27:27 AM,49.20000,-3.22000,-3.19000,90.00000,89.00000,91.00000,91.00000,89.00000,89.00000,25.80000,25.80000,26.66000,26.08667,49.30526,93.74451,14.26333,90.00000,89.66667
80,2/12/2021 10:27:27 AM,52.54000,-0.03000,-4.16000,92.00000,92.00000,92.00000,95.00000,92.00000,91.00000,26.66000,27.09000,27.09000,26.94667,52.54001,90.03272,16.11667,92.00000,92.66667
81,2/12/2021 10:27:27 AM,50.60000,-0.67000,-4.41000,93.00000,91.00000,91.00000,96.00000,93.00000,94.00000,27.09000,26.66000,26.66000,26.80333,50.60443,90.75862,15.17333,91.66667,94.33333
82,2/12/2021 10:27:27 AM,51.86000,0.30000,-3.13000,89.00000,89.00000,86.00000,85.00000,91.00000,90.00000,25.37000,25.80000,24.51000,25.22667,51.86087,89.66856,16.34333,88.00000,88.66667
83,2/12/2021 10:27:27 AM,51.78000,-2.50000,-4.34000,95.00000,94.00000,89.00000,91.00000,93.00000,91.00000,27.95000,27.95000,25.80000,27.23333,51.84031,92.76416,14.98000,92.66667,91.66667
84,2/12/2021 10:27:27 AM,48.17000,-2.15000,-4.81000,83.00000,86.00000,83.00000,89.00000,84.00000,85.00000,22.79000,24.51000,23.22000,23.50667,48.21796,92.55562,13.73667,84.00000,86.00000
85,2/12/2021 10:27:27 AM,44.88000,6.34000,-6.97000,87.00000,91.00000,86.00000,93.00000,86.00000,79.00000,24.51000,26.66000,24.51000,25.22667,45.32560,81.95928,14.75000,88.00000,86.00000
86,2/12/2021 10:27:28 AM,41.49000,6.00000,-4.08000,91.00000,92.00000,91.00000,94.00000,96.00000,91.00000,26.23000,27.09000,26.66000,26.66000,41.92160,81.77132,14.47000,91.33333,93.66667
87,2/12/2021 10:27:28 AM,40.70000,5.25000,-4.14000,87.00000,88.00000,86.00000,95.00000,94.00000,93.00000,24.51000,25.37000,24.51000,24.79667,41.03721,82.64985,13.93667,87.00000,94.00000
88,2/12/2021 10:27:28 AM,39.72000,12.34000,-4.79000,97.00000,93.00000,94.00000,81.00000,83.00000,81.00000,28.81000,27.52000,27.95000,28.09333,41.59271,72.74130,15.75667,94.66667,81.66667
89,2/12/2021 10:27:28 AM,47.75000,9.11000,-0.43000,91.00000,88.00000,87.00000,91.00000,93.00000,91.00000,26.23000,25.37000,24.94000,25.51333,48.61126,79.19861,18.81000,88.66667,91.66667
90,2/12/2021 10:27:28 AM,50.61000,10.88000,-2.09000,87.00000,88.00000,88.00000,84.00000,89.00000,88.00000,24.51000,25.37000,25.37000,25.08333,51.76627,77.86736,19.80000,87.66667,87.00000
91,2/12/2021 10:27:28 AM,53.32000,12.55000,-0.49000,86.00000,89.00000,89.00000,91.00000,93.00000,90.00000,24.08000,25.80000,25.80000,25.22667,54.77705,76.75529,21.79333,88.00000,91.33333
92,2/12/2021 10:27:28 AM,55.47000,12.13000,-6.36000,93.00000,93.00000,93.00000,89.00000,85.00000,85.00000,27.09000,27.52000,27.52000,27.37667,56.78079,77.66492,20.41333,93.00000,86.33333
93,2/12/2021 10:27:28 AM,57.05000,11.27000,-4.39000,95.00000,92.00000,92.00000,94.00000,92.00000,87.00000,27.95000,27.09000,27.09000,27.37667,58.15252,78.82533,21.31000,93.00000,91.00000
94,2/12/2021 10:27:28 AM,52.80000,13.95000,-1.60000,92.00000,92.00000,92.00000,92.00000,95.00000,92.00000,26.66000,27.09000,27.09000,26.94667,54.61174,75.20037,21.71667,92.00000,93.00000
95,2/12/2021 10:27:28 AM,52.45000,13.43000,5.90000,94.00000,91.00000,91.00000,88.00000,94.00000,94.00000,27.52000,26.66000,26.66000,26.94667,54.14210,75.63779,23.92667,92.00000,92.00000
