Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
92,2/12/2021 10:00:40 AM,16.52000,-1.21000,-4.95000,100.00000,97.00000,94.00000,97.00000,97.00000,95.00000,30.53000,29.24000,27.95000,29.24000,16.56425,94.18912,3.45333,97.00000,96.33333
93,2/12/2021 10:00:40 AM,14.31000,4.14000,-2.06000,98.00000,97.00000,96.00000,88.00000,87.00000,92.00000,29.67000,29.24000,28.81000,29.24000,14.89683,73.86441,5.46333,97.00000,89.00000
94,2/12/2021 10:00:40 AM,17.57000,6.61000,3.87000,107.00000,105.00000,107.00000,90.00000,95.00000,94.00000,33.54000,32.68000,33.54000,33.25333,18.77224,69.38323,9.35000,106.33333,93.00000
95,2/12/2021 10:00:40 AM,16.75000,3.44000,6.48000,100.00000,100.00000,97.00000,93.00000,96.00000,96.00000,30.53000,30.53000,29.24000,30.10000,17.09959,78.39436,8.89000,99.00000,95.00000
96,2/12/2021 10:00:41 AM,22.79000,5.25000,2.57000,103.00000,102.00000,99.00000,89.00000,90.00000,83.00000,31.82000,31.39000,30.10000,31.10333,23.38689,77.02742,10.20333,101.33333,87.33333
97,2/12/2021 10:00:41 AM,26.61000,14.41000,0.84000,101.00000,97.00000,98.00000,80.00000,88.00000,86.00000,30.96000,29.24000,29.67000,29.95667,30.26120,61.56331,13.95333,98.66667,84.66667
98,2/12/2021 10:00:41 AM,28.49000,8.17000,7.52000,103.00000,100.00000,99.00000,88.00000,94.00000,85.00000,31.82000,30.53000,30.10000,30.81667,29.63830,73.99884,14.72667,100.66667,89.00000
99,2/12/2021 10:00:41 AM,24.10000,6.03000,13.50000,106.00000,105.00000,105.00000,84.00000,88.00000,81.00000,33.11000,32.68000,32.68000,32.82333,24.84292,75.95257,14.54333,105.33333,84.33333
100,2/12/2021 10:00:41 AM,30.35000,5.88000,-0.47000,100.00000,100.00000,99.00000,88.00000,88.00000,86.00000,30.53000,30.53000,30.10000,30.38667,30.91435,79.03537,11.92000,99.66667,87.33333
101,2/12/2021 10:00:41 AM,36.23000,5.10000,-1.66000,99.00000,101.00000,99.00000,92.00000,89.00000,86.00000,30.10000,30.96000,30.10000,30.38667,36.58720,81.98728,13.22333,99.66667,89.00000
102,2/12/2021 10:00:41 AM,30.84000,-0.57000,-3.66000,100.00000,98.00000,101.00000,94.00000,90.00000,91.00000,30.53000,29.67000,30.96000,30.38667,30.84527,91.05885,8.87000,99.66667,91.66667
103,2/12/2021 10:00:41 AM,28.41000,-1.01000,-15.23000,98.00000,102.00000,101.00000,78.00000,77.00000,76.00000,29.67000,31.39000,30.96000,30.67333,28.42795,92.03606,4.05667,100.33333,77.00000
104,2/12/2021 10:00:41 AM,23.81000,-5.91000,-18.71000,99.00000,102.00000,103.00000,82.00000,82.00000,85.00000,30.10000,31.39000,31.82000,31.10333,24.53251,103.93995,-0.27000,101.33333,83.00000
105,2/12/2021 10:00:42 AM,25.56000,1.91000,-15.89000,104.00000,103.00000,103.00000,86.00000,79.00000,80.00000,32.25000,31.82000,31.82000,31.96333,25.63126,85.72645,3.86000,103.33333,81.66667
106,2/12/2021 10:00:42 AM,21.47000,5.83000,-12.27000,98.00000,101.00000,101.00000,89.00000,79.00000,87.00000,29.67000,30.96000,30.96000,30.53000,22.24747,74.80813,5.01000,100.00000,85.00000
107,2/12/2021 10:00:42 AM,24.01000,11.37000,-7.79000,102.00000,99.00000,103.00000,96.00000,93.00000,92.00000,31.39000,30.10000,31.82000,31.10333,26.56609,64.65998,9.19667,101.33333,93.66667
